Property_type;Property_city;Property_location;Bedrooms;Bathrooms;Parking_space;Floor_size;Estate Agent;Property_price
2 Bedroom Apartment;Johannesburg;Killarney;0.5;2;2;;AFHCO Holdings (Pty) Ltd Johannesburg;13000
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;0.5;1;1;;Just Property Heritage;3550
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;3;1;2;;Silver Property Group;3000
3 Bedroom Apartment;Johannesburg;Suideroord;1;1;1;;City Property;7000
1 Bedroom Apartment;Johannesburg;Braamfontein;2;1;3;;City Property;5500
2 Bedroom Apartment;Johannesburg;Waverley;1;2;;;Vered Estates;12500
1 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;;;;4450
1 Bedroom Apartment;Johannesburg;Johannesburg Central;3;1;;;;3600
3 Bedroom Apartment;Johannesburg;Houghton Estate;;3;;;;18000
1 Bedroom Apartment;Johannesburg;Milpark;1;1;1;29 m²;RE/MAX Superior - Mulbarton;6000
3 Bedroom Apartment;Johannesburg;Houghton Estate;3;2.5;2;220 m²;Silver Property Group;50000
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;2;63 m²;RE/MAX Superior - Mulbarton;23000
2 Bedroom Apartment;Johannesburg;Westdene;2;2;1;83 m²;LuxLiv Property Group;7800
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;2;57 m²;Century 21 Sandton;18500
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;79 m²;RE/MAX One - Edenvale;14500
2 Bedroom Apartment;Johannesburg;Bramley;2;1;2;52 m²;RE/MAX One - Kramerville;9000
2 Bedroom Apartment;Johannesburg;Braamfontein;2;2;2;57 m²;Rawson Properties Linden;9000
2 Bedroom Apartment;Johannesburg;Meredale;2;1;1;178 m²;Kent Gush Properties;6100
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;1;59 m²;RE/MAX One - Edenvale;15000
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;130 m²;Attorney Realtor Hub;14500
3 Bedroom Apartment;Johannesburg;Oaklands;3;2;1;115 m²;Firzt Realty Company;25000
1 Bedroom Apartment;Johannesburg;Auckland Park;1;1;1;75 m²;RE/MAX Superior - Mulbarton;6800
2 Bedroom Apartment;Johannesburg;Suideroord;2;1;1;27 m²;You Realty;6200
2 Bedroom Apartment;Johannesburg;Killarney;2;1.5;2;;CSi Property Group;18000
0.5 Bedroom Apartment;Johannesburg;Melville;0.5;1;1;;Century 21 Sandton;4500
3 Bedroom Apartment;Johannesburg;Oaklands;3;2.5;2;;Natrent Rentals;25000
2 Bedroom Apartment;Johannesburg;Meredale;2;2;1;;O-YES Properties;7500
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;;;;20000
1 Bedroom Apartment;Johannesburg;Mulbarton;1;1;;;;7750
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;0.5;1;;;;3500
3 Bedroom Apartment;Johannesburg;Braamfontein;3;1;1;4 m²;RE/MAX All Stars - Alberton;4300
1 Bedroom Apartment;Johannesburg;Alan Manor;1;1;1;75 m²;Yambo Yembo;6300
1 Bedroom Apartment;Johannesburg;Orange Grove;1;1;2;64 m²;ZA Prop Rentals;5500
2 Bedroom Apartment;Johannesburg;Rewlatch;2;1;1;45 m²;Afro Prop Investment (Pty) Ltd;4200
2 Bedroom Apartment;Johannesburg;Parktown;2;1;1;27 m²;Maluleke Properties;4500
2 Bedroom Apartment;Johannesburg;Regents Park;2;1;2;68 m²;Chas Everitt Glenvista;6500
Apartment;Johannesburg;Berea;0.5;1;1;135 m²;IHS Property Management;2750
0.5 Bedroom Apartment;Johannesburg;Maboneng;3;2;1;68 m²;RE/MAX Town and Country;4500
3 Bedroom Apartment;Johannesburg;Oakdene;1;1;1;80 m²;Pam Golding Properties - Hyde Park;12500
1 Bedroom Apartment;Johannesburg;Marshalltown;3;2;2;80 m²;RE/MAX One - Edenvale;3910
3 Bedroom Apartment;Johannesburg;Oaklands;1;1;2;57 m²;Real Estate Services;25000
1 Bedroom Apartment;Johannesburg;Berea;1;1;1;;;2950
1 Bedroom Apartment;Johannesburg;Richmond;2;2.5;2;;;6500
2 Bedroom Apartment;Johannesburg;Melrose Arch;1;1;2;;;48000
1 Bedroom Apartment;Johannesburg;Melville;2;2;1;;;6100
2 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;;;22000
1 Bedroom Apartment;Johannesburg;Berea;2;2;;;;3250
2 Bedroom Apartment;Johannesburg;Parktown North;2;2;;;;13500
2 Bedroom Apartment;Johannesburg;Parktown North;1;1;;;;13500
1 Bedroom Apartment;Johannesburg;Bellevue East;2;1;;;;4500
2 Bedroom Apartment;Johannesburg;Forest Hill;;;;;;5800
3 Bedroom Apartment;Johannesburg;Sandringham;3;2;1;122 m²;Mafadi Property Management Office;23000
4 Bedroom Apartment;Johannesburg;Rosettenville;4;1;1;53 m²;Seeff Sandton;4950
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;43 m²;Zareena Kara Properties;18000
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;46 m²;RE/MAX Advantage;7900
1 Bedroom Apartment;Johannesburg;Braamfontein;1;1;1;90 m²;RE/MAX Superior - Mulbarton;5500
2 Bedroom Apartment;Johannesburg;Robertsham;2;1;1;73 m²;Allegiance Properties - Soma;10500
2 Bedroom Apartment;Johannesburg;Ridgeway;2;1;2;27 m²;City & Suburbs Realty;7700
Apartment;Johannesburg;Linmeyer;1;1;1;39 m²;AFHCO Holdings (Pty) Ltd Johannesburg;6500
1 Bedroom Apartment;Johannesburg;New Doornfontein;3;2.5;1;65 m²;Evolate Real Estate;3850
3 Bedroom Apartment;Johannesburg;Oaklands;2;1;1;51 m²;Ryx Renting;25000
2 Bedroom Apartment;Johannesburg;Moffat View;1;1;2;;National Letting;6250
1 Bedroom Apartment;Johannesburg;Richmond;2;3;1;;National Letting;5500
Apartment;Johannesburg;Johannesburg Central;3;1;2;;Zareena Kara Properties;6050
2 Bedroom Apartment;Johannesburg;Auckland Park;0.5;1;2;;O-YES Properties;10000
3 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;;Evolate Real Estate;68000
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;1;2.5;;;RE/MAX All Stars  - Primrose;3500
1 Bedroom Apartment;Johannesburg;Waverley;3;2;;;CSi Property Group;8500
1 Bedroom Apartment;Johannesburg;Maboneng;3;1;;;;6850
3 Bedroom Apartment;Johannesburg;Oaklands;2;;;;;25000
3 Bedroom Apartment;Johannesburg;Oaklands;;;;;;26000
2 Bedroom Apartment;Johannesburg;Kibler Park;;;;;;6700
9 Bedroom Apartment;Johannesburg;Brixton;9;2;2;71 m²;Renprop Residential;3200
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;1;35 m²;Kent Gush Properties;18500
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;2;71 m²;Renprop Residential;12000
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;1;110 m²;RE/MAX Superior - Mulbarton;18500
1 Bedroom Apartment;Johannesburg;Maboneng;1;1;1;90 m²;Astrodon Real Estate Rentals;4250
2 Bedroom Apartment;Johannesburg;Turffontein;2;1;1;45 m²;Engel & Volkers MLC;4900
2 Bedroom Apartment;Johannesburg;Meredale;2;1;2;529 m²;Dormehl Phalane Property Group Meyersdal;6000
2 Bedroom Apartment;Johannesburg;Dunkeld West;2;2;1;95 m²;Real Estate Services;18500
Apartment;Johannesburg;Johannesburg Central;2;1;4;54 m²;Property.CoZa - Paramount;4200
2 Bedroom Apartment;Johannesburg;Ormonde;5;2;2;52 m²;Tyson Properties Gauteng;6500
5 Bedroom Apartment;Johannesburg;Berea;1;1;1;56 m²;CLE Properties;10800
1 Bedroom Apartment;Johannesburg;Westcliff;3;2;1;107 m²;Origin Group of Properties;11000
3 Bedroom Apartment;Johannesburg;Lenasia South;1;1;5;40 m²;RE/MAX Advantage;5000
1 Bedroom Apartment;Johannesburg;Norwood;3;3;1;;Just Property Heritage;5500
3 Bedroom Apartment;Johannesburg;Dunkeld West;1;1;1;;Renprop Residential;100000
1 Bedroom Apartment;Johannesburg;Kensington;1;1;1;;;5300
1 Bedroom Apartment;Johannesburg;Melrose North;1;1;1;;;8300
1 Bedroom Apartment;Johannesburg;Parkview;1;1;2;;;8500
1 Bedroom Apartment;Johannesburg;Montgomery Park;2;2;;;;6000
2 Bedroom Apartment;Johannesburg;Rosebank;2;1;;;;25500
2 Bedroom Apartment;Johannesburg;South Hills;;;;;;6000
3 Bedroom Apartment;Johannesburg;Glenanda;3;2;1;91 m²;Evolate Real Estate;12000
1 Bedroom Apartment;Johannesburg;Gillview;1;1;1;139 m²;Majangaza Properties;5000
2 Bedroom Apartment;Johannesburg;Bassonia;2;1;1;48 m²;Allegiance Properties - Soma;10300
2 Bedroom Apartment;Johannesburg;Braamfontein;2;2;2;91 m²;We Trade Property;16000
1 Bedroom Apartment;Johannesburg;Sydenham;1;1;1;61 m²;Evolate Real Estate;6000
3 Bedroom Apartment;Johannesburg;Glenanda;3;2;1;60 m²;Rawson Properties Glenvista;12000
1 Bedroom Apartment;Johannesburg;Mulbarton;1;1;1;22 m²;Byron Thomas Properties;9500
1 Bedroom Apartment;Johannesburg;Naturena;1;1;1;26 m²;Rawson Properties Linden;4450
2 Bedroom Apartment;Johannesburg;Saxonwold;2;1;2;77 m²;O-YES Properties;12000
3 Bedroom Apartment;Johannesburg;Westdene;3;1;1;82 m²;Jawitz Johannesburg North;9500
1 Bedroom Apartment;Johannesburg;Parkview;1;1;1;88 m²;Zareena Kara Properties;6000
0.5 Bedroom Apartment;Johannesburg;Braamfontein;0.5;1;2;123 m²;RE/MAX Evolve;5800
2 Bedroom Apartment;Johannesburg;Dunkeld;2;1;1;;Afro Prop Investment (Pty) Ltd;13500
2 Bedroom Apartment;Johannesburg;Kew;2;1;1;;;6500
2 Bedroom Apartment;Johannesburg;Riviera;2;2;1;;;13000
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;;;9500
2 Bedroom Apartment;Johannesburg;Houghton Estate;2;2;1;;;33000
1 Bedroom Apartment;Johannesburg;Westdene;1;1;;;;5500
Apartment;Johannesburg;Cheltondale;1;1;;;;8500
1 Bedroom Apartment;Johannesburg;Bramley;2;1;;;;6500
2 Bedroom Apartment;Johannesburg;Yeoville;;;;;;4750
Apartment;Johannesburg;Yeoville;0.5;1;1;8 m²;Framework Property Services;1350
0.5 Bedroom Apartment;Johannesburg;Jan Hofmeyer;1;1;1;1 100 m²;Property 101 ZA;5000
1 Bedroom Apartment;Johannesburg;Melrose Estate;1;1;1;93 m²;Ryx Renting;9500
1 Bedroom Apartment;Johannesburg;Cyrildene;2;1;1;178 m²;UNDA Property Holdings (Pty) Ltd;6500
2 Bedroom Apartment;Johannesburg;Moffat View;2;1;2;20 m²;EXP South Africa;5200
2 Bedroom Apartment;Johannesburg;Braamfontein;3;2.5;1;56 m²;Leapfrog JHB North East;10000
3 Bedroom Apartment;Johannesburg;Oaklands;0.5;1;2;76 m²;Leapfrog JHB North East;25000
0.5 Bedroom Apartment;Johannesburg;Marshalltown;1;1;1;38 m²;Jawitz Randburg;4850
1 Bedroom Apartment;Johannesburg;Parktown;2;2;1;122 m²;RE/MAX Advantage;8500
2 Bedroom Apartment;Johannesburg;Melrose North;1;1;1;62 m²;National Letting;28000
1 Bedroom Apartment;Johannesburg;Richmond;1;1;1;57 m²;Zareena Kara Properties;6500
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;2;;RE/MAX One - Edenvale;17000
1 Bedroom Apartment;Johannesburg;Melrose Estate;2;1;1;;Letting Experts;9500
Apartment;Johannesburg;Auckland Park;2;2;1;;Majangaza Properties;6800
2 Bedroom Apartment;Johannesburg;Riviera;1;1;1;;;13000
2 Bedroom Apartment;Johannesburg;Berea;1;1;1;;;4985
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;;;;14500
1 Bedroom Apartment;Johannesburg;Westdene;2;1;;;;3500
Apartment;Johannesburg;Orchards;;1;;;;3200
1 Bedroom Apartment;Johannesburg;Norwood;;;;;;6000
2 Bedroom Apartment;Johannesburg;Turf Club;;;;;;5000
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;2;80 m²;Firzt Realty Company;18000
2 Bedroom Apartment;Johannesburg;Marshalltown;2;2.5;1;122 m²;Pam Golding Properties - Hyde Park Rentals;3390
2 Bedroom Apartment;Johannesburg;Melrose Arch;2;1;2;54 m²;RE/MAX Advantage;33000
2 Bedroom Apartment;Johannesburg;Lyndhurst;2;2;2;88 m²;Allegiance Properties - Soma;8250
2 Bedroom Apartment;Johannesburg;Houghton Estate;2;1;31;147 m²;Signature Property Group;33000
Apartment;Johannesburg;Marshalltown;1;1;1;105 m²;The Property Circuit;3450
1 Bedroom Apartment;Johannesburg;Mulbarton;2;1;1;36 m²;Melrose Arch Property Sales;8700
2 Bedroom Apartment;Johannesburg;Waverley;3;2;2;60 m²;Allegiance Properties - Soma;12000
3 Bedroom Apartment;Johannesburg;Winchester Hills;2;1;1;153 m²;AFHCO Holdings (Pty) Ltd Johannesburg;8500
2 Bedroom Apartment;Johannesburg;Rosebank;1;1;1;;Luxo Properties;12000
1 Bedroom Apartment;Johannesburg;Mondeor;2;3;2;;SAPROPERTY.COM - Cape Town;4000
2 Bedroom Apartment;Johannesburg;Melrose Arch;3;2;1;;City Property;48000
3 Bedroom Apartment;Johannesburg;Kibler Park;1;1;1;;Allegiance Properties - Soma;12200
Apartment;Johannesburg;Johannesburg Central;1;1;1;;City Property;4980
1 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;2;;City Property;4200
1 Bedroom Apartment;Johannesburg;Upper Houghton;0.5;1;;;;11000
1 Bedroom Apartment;Johannesburg;Maboneng;3;2;;;;8900
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;;;;4250
3 Bedroom Apartment;Johannesburg;Winchester Hills;1;1;;;;8500
1 Bedroom Apartment;Johannesburg;Johannesburg Central;;;;;;4500
1 Bedroom Apartment;Johannesburg;Johannesburg Central;;;;;;4350
3 Bedroom Apartment;Johannesburg;Houghton Estate;3;2.5;2;110 m²;Real Estate Services;16500
3 Bedroom Apartment;Johannesburg;Lenasia Ext 5;3;2;3;63 m²;Remnant Real Estate Group - Gauteng;7000
2 Bedroom Apartment;Johannesburg;Richmond;2;1;1;53 m²;Renprop Residential;8000
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;1;83 m²;Melrose Arch Property Sales;15000
2 Bedroom Apartment;Johannesburg;Melrose Arch;2;2;2;63 m²;O-YES Properties;50000
0.5 Bedroom Apartment;Johannesburg;Newtown;0.5;1;1;17 m²;AFHCO Holdings (Pty) Ltd Johannesburg;7000
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;0.5;1;1;80 m²;Harcourts Lifestyle;2600
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;2;27 m²;Real Estate Services;18000
2 Bedroom Apartment;Johannesburg;Mondeor;2;1;2;55 m²;Leapfrog JHB North East;6500
3 Bedroom Apartment;Johannesburg;Troyeville;3;1;2;35 m²;Preferental Platform;5904
1 Bedroom Apartment;Johannesburg;Orchards;1;1;1;36 m²;Real Estate Services;7500
0.5 Bedroom Apartment;Johannesburg;Marshalltown;0.5;1;1;35 m²;AFHCO Holdings (Pty) Ltd Johannesburg;3700
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;2;218 m²;RE/MAX Advantage;17000
0.5 Bedroom Apartment;Johannesburg;Rosebank;0.5;1;1;;Renprop Residential;13600
1 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;2;;Zareena Kara Properties;4200
2 Bedroom Apartment;Johannesburg;Waverley;2;2;2;;Real Estate Services;14500
0.5 Bedroom Apartment;Johannesburg;Rosebank;0.5;1;1;;RE/MAX One - Kramerville;13600
3 Bedroom Apartment;Johannesburg;Rosebank;3;3.5;;;;40000
3 Bedroom Apartment;Johannesburg;Parkwood;3;3;;;;22500
1 Bedroom Apartment;Johannesburg;Naturena;1;1;;;;5500
1 Bedroom Apartment;Johannesburg;Bramley;1;1;;;;5500
1 Bedroom Apartment;Johannesburg;Norwood;1;1;1;36 m²;CITYNET;6955
1 Bedroom Apartment;Johannesburg;Bramley View;1;1;1;10 m²;RE/MAX Advantage;5800
2 Bedroom Apartment;Johannesburg;Killarney;2;2;1;62 m²;Mandated;13500
1 Bedroom Apartment;Johannesburg;Nasrec;1;1;2;88 m²;Allegiance Properties - Soma;4500
2 Bedroom Apartment;Johannesburg;Mulbarton;2;1;1;35 m²;Tyson Properties Gauteng;7500
1 Bedroom Apartment;Johannesburg;Auckland Park;1;1;1;39 m²;AFHCO Holdings (Pty) Ltd Johannesburg;5500
1 Bedroom Apartment;Johannesburg;Richmond;1;1;2;106 m²;LandSec Securities Management;7000
1 Bedroom Apartment;Johannesburg;Albertville;1;1;1;95 m²;AFHCO Holdings (Pty) Ltd Johannesburg;4900
2 Bedroom Apartment;Johannesburg;Yeoville;2;1;1;;Preferental Platform;5800
3 Bedroom Apartment;Johannesburg;Bellevue;3;1;1;;PTL Group;2600
1 Bedroom Apartment;Johannesburg;Yeoville;1;1;1;;More SA Properties;6000
1 Bedroom Apartment;Johannesburg;Houghton Estate;1;1;1;;Zareena Kara Properties;13500
1 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;2;;;5650
1 Bedroom Apartment;Johannesburg;Mondeor;1;1;1;;;5960
1 Bedroom Apartment;Johannesburg;Milpark;1;1;;;;6000
1 Bedroom Apartment;Johannesburg;Auckland Park;1;1;;;;5500
2 Bedroom Apartment;Johannesburg;Braamfontein Werf;2;1;;;;12000
Apartment;Johannesburg;Selby;1;1.5;;;;3350
1 Bedroom Apartment;Johannesburg;Killarney;2;1;;;;9500
2 Bedroom Apartment;Johannesburg;Melrose;3;1;;;;18500
3 Bedroom Apartment;Johannesburg;Braamfontein;;;;;;4000
Apartment;Johannesburg;Killarney;1.5;1;1;55 m²;Zareena Kara Properties;8000
1.5 Bedroom Apartment;Johannesburg;Maboneng;1;1;1;153 m²;RE/MAX One - Edenvale;8200
1 Bedroom Apartment;Johannesburg;Highlands North;1;1;1;65 m²;Real Estate Services;9500
1 Bedroom Apartment;Johannesburg;Highlands North;2;1;1;60 m²;Leapfrog JHB North East;8500
2 Bedroom Apartment;Johannesburg;Linmeyer;1;1;1;45 m²;Lencar Exclusive Properties;6999
1 Bedroom Apartment;Johannesburg;Maboneng;3;1;2;45 m²;Attorney Realtor Hub;5500
Apartment;Johannesburg;Bellevue;0.5;1;1;37 m²;Framework Property Services;1450
3 Bedroom Apartment;Johannesburg;Rosettenville;1;1;1;90 m²;City Property;5300
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;3;1;1;;Fine Home Elegance;3450
1 Bedroom Apartment;Johannesburg;Mulbarton;1;2.5;1;;Vered Estates;8200
3 Bedroom Apartment;Johannesburg;Melrose;1;1;2;;Fine Home Elegance;35000
1 Bedroom Apartment;Johannesburg;Mulbarton;1;1;2;;The Property Circuit;8200
1 Bedroom Apartment;Johannesburg;Rispark;2;1;2;;Seeff - Johannesburg Central;4000
1 Bedroom Apartment;Johannesburg;Mondeor;2;1;1;;Allegiance Properties;5500
Apartment;Johannesburg;Johannesburg Central;3;1;;;;2900
2 Bedroom Apartment;Johannesburg;Braamfontein Werf;3;1;;;;7000
2 Bedroom Apartment;Johannesburg;Highlands North;2;2;;;;7500
3 Bedroom Apartment;Johannesburg;Bassonia;2;2;;;;10000
3 Bedroom Apartment;Johannesburg;Oakdene;;1;;;;13500
2 Bedroom Apartment;Johannesburg;Lenasia Ext 8;;1;;;;7100
2 Bedroom Apartment;Johannesburg;Kenilworth;;;;;;4290
0.5 Bedroom Apartment;Johannesburg;Johannesburg Central;0.5;1;1;22 m²;AFHCO Holdings (Pty) Ltd Johannesburg;3950
1 Bedroom Apartment;Johannesburg;Melrose Arch;1;1;1;95 m²;Pam Golding Properties - Hyde Park Rentals;18500
2 Bedroom Apartment;Johannesburg;Auckland Park;2;1;2;155 m²;Skye Realty Group;7700
1 Bedroom Apartment;Johannesburg;Meredale;1;1;1;263 m²;RE/MAX All Stars - Alberton;6500
1 Bedroom Apartment;Johannesburg;Kensington;1;1;1;83 m²;You Realty;6950
3 Bedroom Apartment;Johannesburg;Birdhaven;3;2;2;75 m²;Chas Everitt Randburg;25000
2 Bedroom Apartment;Johannesburg;Braamfontein Werf;2;2.5;2;42 m²;Silver Property Group;19000
2 Bedroom Apartment;Johannesburg;Melrose Arch;2;2;2;95 m²;AFHCO Holdings (Pty) Ltd Johannesburg;30000
3 Bedroom Apartment;Johannesburg;City & Suburban;3;1;2;38 m²;Homii;6850
3 Bedroom Apartment;Johannesburg;Braamfontein;3;1;2;29 m²;Property Links;3400
3 Bedroom Apartment;Johannesburg;Oaklands;3;3;1;;Real Estate Services;24999
1 Bedroom Apartment;Johannesburg;Johannesburg Central;1;1;1;;Jawitz Johannesburg North;4590
2 Bedroom Apartment;Johannesburg;Cheltondale;2;1;2;;Byron Thomas Properties;10500
1 Bedroom Apartment;Johannesburg;Parkview;1;1;1;;Pam Golding Properties - Hyde Park Rentals;8000
2 Bedroom Apartment;Johannesburg;Parkwood;2;2;1;;Tyson Properties Gauteng;14000
Apartment;Johannesburg;Craighall Park;1;1;1;;AFHCO Holdings (Pty) Ltd Johannesburg;12000
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;;;;13500
1 Bedroom Apartment;Johannesburg;Melrose Arch;1;1;;;;18500
1 Bedroom Apartment;Johannesburg;Kensington;1;1;;;;6800
1 Bedroom Apartment;Johannesburg;Rosebank;5;2.5;;;;10000
5 Bedroom Apartment;Johannesburg;Braamfontein;;;;;;5990
5 Bedroom Apartment;Johannesburg;Hillbrow;5;2.5;1;45 m²;AFHCO Holdings (Pty) Ltd Johannesburg;5990
1 Bedroom Apartment;Johannesburg;Milpark;1;1;1;155 m²;RE/MAX Advantage;6000
1 Bedroom Apartment;Johannesburg;Hillbrow;1;1;2;17 m²;AFHCO Holdings (Pty) Ltd Johannesburg;3400
2 Bedroom Apartment;Johannesburg;Dunkeld West;2;2;1;35 m²;Pam Golding Properties - Hyde Park Rentals;30000
Apartment;Johannesburg;City & Suburban;1;1;1;24 m²;Mandated;2491
1 Bedroom Apartment;Johannesburg;Maboneng;2;1;1;70 m²;UNDA Property Holdings (Pty) Ltd;6500
2 Bedroom Apartment;Johannesburg;Auckland Park;0.5;1;1;70 m²;Only Realty 360;8500
0.5 Bedroom Apartment;Johannesburg;Rosebank;3;1;1;91 m²;Only Realty 360;11500
3 Bedroom Apartment;Johannesburg;Westdene;2;1;1;80 m²;Framework Property Services;3000
Apartment;Johannesburg;Johannesburg Central;2;1;1;92 m²;RE/MAX Superior - Mulbarton;3600
2 Bedroom Apartment;Johannesburg;Glenvista;2;1;1;74 m²;Property Links;8500
2 Bedroom Apartment;Johannesburg;Glenvista;2;1;1;;AFHCO Holdings (Pty) Ltd Johannesburg;8500
2 Bedroom Apartment;Johannesburg;Yeoville;2;1;1;;AFHCO Holdings (Pty) Ltd Johannesburg;5120
2 Bedroom Apartment;Johannesburg;Robertsham;3;1;1;;Seeff Sandton;5950
2 Bedroom Apartment;Johannesburg;Ormonde;1;1;2;;;11000
3 Bedroom Apartment;Johannesburg;Turffontein;1;1;2;;;4450
1 Bedroom Apartment;Johannesburg;Cyrildene;0.5;1;;;;6500
1 Bedroom Apartment;Johannesburg;Jeppestown;4;1;;;;3820
0.5 Bedroom Apartment;Johannesburg;Selby;2;1.5;;;;4250
4 Bedroom Apartment;Johannesburg;Braamfontein;;2;;;;4950
2 Bedroom Apartment;Johannesburg;Rosebank;;;;;;18000
2 Bedroom Apartment;Johannesburg;Bassonia;2;1;2;101 m²;Lencar Exclusive Properties;10285
1 Bedroom Apartment;Johannesburg;Melville;1;1;1;75 m²;Sotheby's International Realty - Roodepoort;6000
3 Bedroom Apartment;Johannesburg;Hillbrow;3;1.5;1;24 m²;NN Properties;6800
Apartment;Johannesburg;Oakdene;1;1;3;130 m²;AFHCO Holdings (Pty) Ltd Johannesburg;8600
1 Bedroom Apartment;Johannesburg;Johannesburg Central;2;2;1;24 m²;RE/MAX Masters - Bryanston;3750
2 Bedroom Apartment;Johannesburg;Craighall Park;2;1;1;32 m²;Afro Prop Investment (Pty) Ltd;19000
2 Bedroom Apartment;Johannesburg;Yeoville;1;1;1;164 m²;RE/MAX One - Kramerville;4750
1 Bedroom Apartment;Johannesburg;Bramley;1;1;1;61 m²;Mafadi Property Management Office;6500
1 Bedroom Apartment;Johannesburg;Mayfair West;1;2;1;100 m²;Zareena Kara Properties;3300
1 Bedroom Apartment;Johannesburg;Braamfontein;2;1;1;;RE/MAX Superior - Mulbarton;5900
2 Bedroom Apartment;Johannesburg;Killarney;3;1;1;;CSi Property Group;18000
3 Bedroom Apartment;Johannesburg;Kenilworth;3;1;1;;AFHCO Holdings (Pty) Ltd Johannesburg;5300
3 Bedroom Apartment;Johannesburg;Turffontein;1;1;2;;RE/MAX One - Kramerville;5300
1 Bedroom Apartment;Johannesburg;Mulbarton;2;2.5;1;;AFHCO Holdings (Pty) Ltd Johannesburg;10000
